Row ID,Order Priority,Discount,Unit Price,Shipping Cost,Customer ID,Customer Name,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Product Base Margin,Country,Region,State,City,Postal Code,Order Date,Ship Date,Profit,Quantity,Sales,Order ID,Line Key,Base Margin Imputed,Order ID Shared,Returned,Manager,Ship Days,Order Month,Order Month Name,Order Week,Order Weekday,Order Quarter,Gross Sales,Discount Amount,Profit Margin,Is Loss,Margin Gap,Discount Band,Order Size Band,Ship Speed,Priority Rank,State Code
18757,Not Specified,0.02,6.48,6.6,493,Douglas Buck,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 21,0.37,United States,West,Washington,Seatac,98158,2015-01-20,2015-01-22,-92.05,10,66.71,88906,261,False,False,False,William,2,2015-01-01,Jan,4,Tuesday,Q1,64.80000000000001,1.2960000000000003,-1.379853095487933,True,-1.749853095487933,1-3%,<100,2-3 days,5,WA
18758,Not Specified,0.04,17.15,4.96,493,Douglas Buck,Regular Air,Consumer,Office Supplies,Storage & Organization,Small Box,Advantus Rolling Storage Box,0.58,United States,West,Washington,Seatac,98158,2015-01-20,2015-01-21,6.11,5,87.16,88906,262,False,False,False,William,1,2015-01-01,Jan,4,Tuesday,Q1,85.75,3.43,0.07010096374483708,False,-0.5098990362551629,4-6%,<100,Same/next day,5,WA
19146,Medium,0.06,8.32,2.38,494,Jimmy Alston Holder,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"Imation 3.5 IBM Formatted Diskettes, 10/Box",0.74,United States,West,Washington,Seattle,98115,2015-05-15,2015-05-17,-36.63,12,101.26,88905,263,False,False,False,William,2,2015-05-01,May,20,Friday,Q2,99.84,5.9904,-0.3617420501678847,True,-1.1017420501678847,4-6%,100-500,2-3 days,3,WA
19147,Medium,0.08,2.94,0.96,494,Jimmy Alston Holder,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 343,0.58,United States,West,Washington,Seattle,98115,2015-05-15,2015-05-17,-2.12,6,17.4,88905,264,False,False,False,William,2,2015-05-01,May,20,Friday,Q2,17.64,1.4112,-0.12183908045977013,True,-0.7018390804597701,7-9%,<100,2-3 days,3,WA
19450,Critical,0.01,4.98,6.07,494,Jimmy Alston Holder,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1897,0.36,United States,West,Washington,Seattle,98115,2015-02-10,2015-02-11,-35.916399999999996,10,52.93,88907,265,False,False,False,William,1,2015-02-01,Feb,7,Tuesday,Q1,49.800000000000004,0.49800000000000005,-0.6785641413187228,True,-1.0385641413187228,1-3%,<100,Same/next day,1,WA
18914,Critical,0.02,1360.14,14.7,494,Jimmy Alston Holder,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,Okidata ML395C Color Dot Matrix Printer,0.59,United States,West,Washington,Seattle,98115,2015-06-20,2015-06-22,3042.18,6,8637.44,88908,266,False,False,False,William,2,2015-06-01,Jun,25,Saturday,Q2,8160.84,163.2168,0.35220852474807346,False,-0.2377914752519265,1-3%,2k-10k,2-3 days,1,WA
24046,Not Specified,0.02,9.06,9.86,494,Jimmy Alston Holder,Regular Air,Consumer,Office Supplies,Paper,Small Box,Southworth 25% Cotton Linen-Finish Paper & Envelopes,0.4,United States,West,Washington,Seattle,98115,2015-06-20,2015-06-22,-31.755,6,59.95,88908,267,False,False,False,William,2,2015-06-01,Jun,25,Saturday,Q2,54.36,1.0872,-0.5296914095079233,True,-0.9296914095079233,1-3%,<100,2-3 days,5,WA
26315,Critical,0.07,152.48,6.5,497,Steve McKee,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Adesso Programmable 142-Key Keyboard,0.74,United States,South,Tennessee,Murfreesboro,37130,2015-05-14,2015-05-16,171.8388,35,5062.49,90706,268,False,False,False,Sam,2,2015-05-01,May,20,Thursday,Q2,5336.799999999999,373.57599999999996,0.03394353371562216,False,-0.7060564662843778,7-9%,2k-10k,2-3 days,1,TN
18303,Critical,0.01,55.98,4.86,507,Carol Saunders,Express Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1908,0.36,United States,South,Kentucky,Bowling Green,42104,2015-04-18,2015-04-20,32.9409,11,646.97,87357,269,False,True,False,Sam,2,2015-04-01,Apr,16,Saturday,Q2,615.78,6.1578,0.050915652966907275,False,-0.30908434703309273,1-3%,500-2k,2-3 days,1,KY
18304,Critical,0.04,65.99,8.99,507,Carol Saunders,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,Talkabout T8367,0.56,United States,South,Kentucky,Bowling Green,42104,2015-04-18,2015-04-19,131.334,17,946.29,87357,270,False,True,False,Sam,1,2015-04-01,Apr,16,Saturday,Q2,1121.83,44.8732,0.13878832070506927,False,-0.42121167929493075,4-6%,500-2k,Same/next day,1,KY
21958,High,0.01,20.98,53.03,508,Cameron Owens,Delivery Truck,Corporate,Office Supplies,Storage & Organization,Jumbo Drum,"Tennsco Lockers, Gray",0.78,United States,South,Kentucky,Covington,41011,2015-02-23,2015-02-23,-282.0818,5,123.0,87356,271,False,False,False,Sam,0,2015-02-01,Feb,9,Monday,Q1,104.9,1.0490000000000002,-2.293347967479675,True,-3.073347967479675,1-3%,100-500,Same/next day,2,KY
18305,Critical,0.01,128.24,12.65,508,Cameron Owens,Regular Air,Corporate,Furniture,Chairs & Chairmats,Medium Box,SAFCO Folding Chair Trolley,0.62,United States,South,Kentucky,Covington,41011,2015-04-18,2015-04-21,140.1354,4,554.08,87357,272,True,True,False,Sam,3,2015-04-01,Apr,16,Saturday,Q2,512.96,5.129600000000001,0.25291546347097893,False,-0.36708453652902107,1-3%,500-2k,2-3 days,1,KY
19895,Low,0.02,48.04,5.09,510,Gregory Rao,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1910,0.37,United States,West,California,Manteca,95336,2015-01-13,2015-01-13,105.25259999999999,3,152.54,90058,273,False,False,False,William,0,2015-01-01,Jan,3,Tuesday,Q1,144.12,2.8824,0.69,False,0.31999999999999995,1-3%,100-500,Same/next day,4,CA
20007,Critical,0.03,6.37,5.19,510,Gregory Rao,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",0.38,United States,West,California,Manteca,95336,2015-02-01,2015-02-02,-29.0927,14,89.79,90059,274,False,False,False,William,1,2015-02-01,Feb,5,Sunday,Q1,89.18,2.6754000000000002,-0.3240082414522775,True,-0.7040082414522775,1-3%,<100,Same/next day,1,CA
20216,Low,0.07,12.64,4.98,518,Mark Ritchie,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,Nu-Dell Executive Frame,0.48,United States,Central,Missouri,Clayton,63105,2015-06-05,2015-06-12,113.41499999999999,16,199.76,90867,275,False,False,False,Chris,7,2015-06-01,Jun,23,Friday,Q2,202.24,14.156800000000002,0.5677563075690829,False,0.08775630756908293,7-9%,100-500,4-7 days,4,MO
23200,Medium,0.02,150.98,13.99,522,Aaron Riggs,Express Air,Small Business,Technology,Office Machines,Medium Box,Canon MP41DH Printing Calculator,0.38,United States,West,Oregon,Redmond,97756,2015-06-22,2015-06-24,26.099999999999998,3,480.37,89327,276,False,False,False,William,2,2015-06-01,Jun,26,Monday,Q2,452.93999999999994,9.0588,0.05433311822137102,False,-0.325666881778629,1-3%,100-500,2-3 days,3,OR
23201,Medium,0.1,5.43,0.95,522,Aaron Riggs,Regular Air,Small Business,Office Supplies,Paper,Wrap Bag,"Wirebound Message Book, 4 per Page",0.36,United States,West,Oregon,Redmond,97756,2015-06-22,2015-06-24,-2.58,1,5.76,89327,277,False,False,False,William,2,2015-06-01,Jun,26,Monday,Q2,5.43,0.543,-0.4479166666666667,True,-0.8079166666666666,10%+,<100,2-3 days,3,OR
23202,Medium,0.01,179.29,29.21,522,Aaron Riggs,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,"Bevis Round Conference Table Top, X-Base",0.74,United States,West,Oregon,Redmond,97756,2015-06-22,2015-06-23,2800.12,21,3112.13,89327,278,False,False,False,William,1,2015-06-01,Jun,26,Monday,Q2,3765.0899999999997,37.6509,0.8997439052995857,False,0.1597439052995857,1-3%,2k-10k,Same/next day,3,OR
21517,Not Specified,0.03,1270.99,19.99,524,Gina McKnight,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,0.35,United States,South,Tennessee,Farragut,37922,2015-01-20,2015-01-22,363.55199999999996,2,2589.01,91127,279,False,False,False,Sam,2,2015-01-01,Jan,4,Tuesday,Q1,2541.98,76.2594,0.14042124209639975,False,-0.20957875790360023,1-3%,2k-10k,2-3 days,5,TN
21518,Not Specified,0.07,2036.48,14.7,524,Gina McKnight,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,Lexmark 4227 Plus Dot Matrix Printer,0.55,United States,South,Tennessee,Farragut,37922,2015-01-20,2015-01-22,-11.536000000000001,1,1893.93,91127,280,False,False,False,Sam,2,2015-01-01,Jan,4,Tuesday,Q1,2036.48,142.55360000000002,-0.00609103821154953,True,-0.5560910382115496,7-9%,500-2k,2-3 days,5,TN
22176,High,0.09,17.98,8.51,526,April Hu,Regular Air,Home Office,Technology,Office Machines,Medium Box,Canon P1-DHIII Palm Printing Calculator,0.4,United States,West,Arizona,Mesa,85204,2015-05-25,2015-05-27,-6.612000000000011,12,211.13,90026,281,False,False,False,William,2,2015-05-01,May,22,Monday,Q2,215.76,19.4184,-0.031317197934921666,True,-0.4313171979349217,7-9%,100-500,2-3 days,2,AZ
20494,Not Specified,0.0,1.88,1.49,526,April Hu,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Staples® General Use 3-Ring Binders,0.37,United States,West,Arizona,Mesa,85204,2015-01-17,2015-01-18,-15.5595,13,25.39,90027,282,False,False,False,William,1,2015-01-01,Jan,3,Saturday,Q1,24.439999999999998,0.0,-0.612820007877117,True,-0.982820007877117,0%,<100,Same/next day,5,AZ
20495,Not Specified,0.06,5.78,5.67,526,April Hu,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1978,0.36,United States,West,Arizona,Mesa,85204,2015-01-17,2015-01-18,-108.19,15,87.27,90027,283,False,False,False,William,1,2015-01-01,Jan,3,Saturday,Q1,86.7,5.202,-1.2397158244528474,True,-1.5997158244528475,4-6%,<100,Same/next day,5,AZ
26210,Low,0.0,15.99,13.18,535,Jill Clements,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",0.37,United States,South,Virginia,Montclair,22025,2015-04-21,2015-04-25,46.488,23,403.25,88511,284,False,False,False,Sam,4,2015-04-01,Apr,17,Tuesday,Q2,367.77,0.0,0.11528332300061996,False,-0.25471667699938005,0%,100-500,4-7 days,4,VA
20811,Medium,0.05,59.78,10.29,539,Alice Coley,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,GBC Recycled Regency Composition Covers,0.39,United States,Central,Illinois,Urbana,61801,2015-05-14,2015-05-15,159.52970000000005,7,414.49,91174,285,False,True,False,Chris,1,2015-05-01,May,20,Thursday,Q2,418.46000000000004,20.923000000000002,0.38488190306159387,False,-0.005118096938406147,4-6%,100-500,Same/next day,3,IL
20812,Medium,0.08,20.99,1.25,540,Ruth Lamm,Regular Air,Small Business,Technology,Telephones and Communication,Small Pack,Accessory29,0.83,United States,Central,Illinois,Vernon Hills,60061,2015-05-14,2015-05-16,15.371400000000008,28,469.69,91174,286,False,True,False,Chris,2,2015-05-01,May,20,Thursday,Q2,587.7199999999999,47.017599999999995,0.0327266920734953,False,-0.7972733079265046,7-9%,100-500,2-3 days,3,IL
24783,Medium,0.05,204.1,13.99,540,Ruth Lamm,Regular Air,Small Business,Technology,Office Machines,Medium Box,"Soundgear Copyboard Conference Phone, Optional Battery",0.37,United States,Central,Illinois,Vernon Hills,60061,2015-05-23,2015-05-25,5924.1123,41,8585.67,91175,287,False,False,False,Chris,2,2015-05-01,May,21,Saturday,Q2,8368.1,418.40500000000003,0.69,False,0.31999999999999995,4-6%,2k-10k,2-3 days,3,IL
23401,Not Specified,0.03,13.73,6.85,547,Henry Ball,Express Air,Corporate,Furniture,Office Furnishings,Wrap Bag,DAX Wood Document Frame.,0.54,United States,East,West Virginia,Morgantown,26501,2015-06-14,2015-06-15,39.5853,4,57.37,86250,288,False,False,False,Erin,1,2015-06-01,Jun,24,Sunday,Q2,54.92,1.6476,0.69,False,0.1499999999999999,1-3%,<100,Same/next day,5,WV
25806,Not Specified,0.02,7.1,6.05,549,Dennis Boykin Townsend,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,"Wilson Jones Hanging View Binder, White, 1""",0.39,United States,West,New Mexico,Roswell,88201,2015-01-20,2015-01-20,-66.378,9,66.32,90908,289,False,False,False,William,0,2015-01-01,Jan,4,Tuesday,Q1,63.9,1.278,-1.0008745476477685,True,-1.3908745476477686,1-3%,<100,Same/next day,5,NM
24132,High,0.05,1.68,1.57,550,Edna Monroe Talley,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 323,0.59,United States,Central,Texas,Seguin,78155,2015-01-30,2015-01-31,-33.34,11,18.75,90909,290,False,True,False,Chris,1,2015-01-01,Jan,5,Friday,Q1,18.48,0.924,-1.7781333333333336,True,-2.3681333333333336,4-6%,<100,Same/next day,2,TX
24133,High,0.1,218.75,69.64,550,Edna Monroe Talley,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,0.77,United States,Central,Texas,Seguin,78155,2015-01-30,2015-02-01,-201.27599999999998,1,188.51,90909,291,False,True,False,Chris,2,2015-01-01,Jan,5,Friday,Q1,218.75,21.875,-1.0677205453291603,True,-1.8377205453291603,10%+,100-500,2-3 days,2,TX
23209,Medium,0.06,549.99,49.0,550,Edna Monroe Talley,Delivery Truck,Corporate,Technology,Copiers and Fax,Jumbo Drum,Sharp 1540cs Digital Laser Copier,0.35,United States,Central,Texas,Seguin,78155,2015-06-12,2015-06-13,4637.4072,13,6720.88,90910,292,False,False,False,Chris,1,2015-06-01,Jun,24,Friday,Q2,7149.87,428.99219999999997,0.69,False,0.33999999999999997,4-6%,2k-10k,Same/next day,3,TX
23210,Medium,0.08,115.99,5.99,550,Edna Monroe Talley,Express Air,Corporate,Technology,Telephones and Communication,Small Box,2160,0.57,United States,Central,Texas,Seguin,78155,2015-06-12,2015-06-13,-239.54149999999998,1,102.21,90910,293,False,False,False,Chris,1,2015-06-01,Jun,24,Friday,Q2,115.99,9.2792,-2.343620976421094,True,-2.9136209764210936,7-9%,100-500,Same/next day,3,TX
24134,High,0.0,15.04,1.97,551,Peggy Chan,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,White GlueTop Scratch Pads,0.39,United States,Central,Texas,Sherman,75090,2015-01-30,2015-02-01,21.5142,2,31.18,90909,294,False,True,False,Chris,2,2015-01-01,Jan,5,Friday,Q1,30.08,0.0,0.69,False,0.29999999999999993,0%,<100,2-3 days,2,TX
2368,Medium,0.0,6.88,2.0,553,Kristine Connolly,Express Air,Home Office,Office Supplies,Paper,Wrap Bag,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",0.39,United States,West,California,Los Angeles,90008,2015-01-28,2015-01-29,34.068000000000005,36,267.53,17155,295,False,False,True,William,1,2015-01-01,Jan,5,Wednesday,Q1,247.68,0.0,0.12734272791836432,False,-0.2626572720816357,0%,100-500,Same/next day,3,CA
349,Not Specified,0.07,2036.48,14.7,553,Kristine Connolly,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,Lexmark 4227 Plus Dot Matrix Printer,0.55,United States,West,California,Los Angeles,90008,2015-02-21,2015-02-21,4073.25,25,43046.2,2433,296,False,False,False,William,0,2015-02-01,Feb,8,Saturday,Q1,50912.0,3563.84,0.09462507724259052,False,-0.45537492275740954,7-9%,10k+,Same/next day,5,CA
1115,Low,0.01,4.98,7.44,553,Kristine Connolly,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1922,0.36,United States,West,California,Los Angeles,90008,2015-04-15,2015-04-24,-179.59199999999998,63,330.21,8165,297,False,False,False,William,9,2015-04-01,Apr,16,Wednesday,Q2,313.74,3.1374,-0.5438720814027437,True,-0.9038720814027437,1-3%,100-500,8+ days,4,CA
64,Medium,0.08,124.49,51.94,553,Kristine Connolly,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Bevis 36 x 72 Conference Tables,0.63,United States,West,California,Los Angeles,90008,2015-06-18,2015-06-19,-500.38,56,6831.37,359,298,False,False,False,William,1,2015-06-01,Jun,25,Thursday,Q2,6971.44,557.7152,-0.07324738668817529,True,-0.7032473866881753,7-9%,2k-10k,Same/next day,3,CA
18349,Not Specified,0.07,2036.48,14.7,555,Walter Young,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,Lexmark 4227 Plus Dot Matrix Printer,0.55,United States,West,Utah,Pleasant Grove,84062,2015-02-21,2015-02-21,6028.41,6,10331.09,86190,299,False,False,False,William,0,2015-02-01,Feb,8,Saturday,Q1,12218.880000000001,855.3216000000001,0.583521196698509,False,0.03352119669850895,7-9%,10k+,Same/next day,5,UT
19115,Low,0.01,4.98,7.44,555,Walter Young,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1922,0.36,United States,West,Utah,Pleasant Grove,84062,2015-04-15,2015-04-24,-161.6328,16,83.86,86191,300,False,False,False,William,9,2015-04-01,Apr,16,Wednesday,Q2,79.68,0.7968000000000001,-1.9274123539232053,True,-2.287412353923205,1-3%,<100,8+ days,4,UT
18064,Medium,0.08,124.49,51.94,555,Walter Young,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Bevis 36 x 72 Conference Tables,0.63,United States,West,Utah,Pleasant Grove,84062,2015-06-18,2015-06-19,-250.19,14,1707.84,86192,301,False,False,False,William,1,2015-06-01,Jun,25,Thursday,Q2,1742.86,139.4288,-0.14649498782087317,True,-0.7764949878208731,7-9%,500-2k,Same/next day,3,UT
20368,Medium,0.0,6.88,2.0,556,Kristina Sanders,Express Air,Home Office,Office Supplies,Paper,Wrap Bag,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",0.39,United States,West,Utah,Provo,84604,2015-01-28,2015-01-29,46.14719999999999,9,66.88,86189,302,False,False,False,William,1,2015-01-01,Jan,5,Wednesday,Q1,61.92,0.0,0.69,False,0.29999999999999993,0%,<100,Same/next day,3,UT
20369,Medium,0.03,32.48,35.0,556,Kristina Sanders,Express Air,Home Office,Office Supplies,Storage & Organization,Large Box,Fellowes Neat Ideas® Storage Cubes,0.81,United States,West,Utah,Provo,84604,2015-01-28,2015-01-28,-1116.3348,8,274.91,86189,303,False,False,False,William,0,2015-01-01,Jan,5,Wednesday,Q1,259.84,7.795199999999999,-4.060728238332545,True,-4.8707282383325445,1-3%,100-500,Same/next day,3,UT
21966,Critical,0.02,280.98,57.0,568,Peter McConnell,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,0.78,United States,South,Mississippi,Columbus,39701,2015-03-04,2015-03-05,1141.7939999999999,4,1128.74,88879,304,False,False,False,Sam,1,2015-03-01,Mar,10,Wednesday,Q1,1123.92,22.4784,1.0115651079965269,False,0.23156510799652685,1-3%,500-2k,Same/next day,1,MS
22667,Not Specified,0.09,70.97,3.5,568,Peter McConnell,Regular Air,Consumer,Office Supplies,Appliances,Small Box,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,0.59,United States,South,Mississippi,Columbus,39701,2015-04-15,2015-04-15,-99.56800000000001,12,805.99,88880,305,False,False,False,Sam,0,2015-04-01,Apr,16,Wednesday,Q2,851.64,76.6476,-0.12353503145200315,True,-0.7135350314520031,7-9%,500-2k,Same/next day,5,MS
22736,Medium,0.08,67.28,19.99,568,Peter McConnell,Express Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Catalog Binders with Expanding Posts,0.4,United States,South,Mississippi,Columbus,39701,2015-04-01,2015-04-03,224.8506,16,1066.54,88882,306,False,False,False,Sam,2,2015-04-01,Apr,14,Wednesday,Q2,1076.48,86.11840000000001,0.21082247266862938,False,-0.18917752733137064,7-9%,500-2k,2-3 days,3,MS
26038,Low,0.06,7.99,5.03,570,Katharine Bass,Regular Air,Consumer,Technology,Telephones and Communication,Medium Box,Bell Sonecor JB700 Caller ID,0.6,United States,West,Nevada,Henderson,89015,2015-01-13,2015-01-13,-122.13300000000001,10,65.74,88881,307,False,False,False,William,0,2015-01-01,Jan,3,Tuesday,Q1,79.9,4.7940000000000005,-1.857818679647095,True,-2.457818679647095,4-6%,<100,Same/next day,4,NV
23719,Critical,0.05,4.13,5.04,573,Vanessa Winstead,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,"ACCOHIDE® 3-Ring Binder, Blue, 1""",0.38,United States,Central,Illinois,Pekin,61554,2015-03-13,2015-03-14,-12.1555,1,5.84,86555,308,False,False,False,Chris,1,2015-03-01,Mar,11,Friday,Q1,4.13,0.20650000000000002,-2.0814212328767123,True,-2.461421232876712,4-6%,<100,Same/next day,1,IL
21992,High,0.08,415.88,11.37,573,Vanessa Winstead,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Deluxe Rollaway Locking File with Drawer,0.57,United States,Central,Illinois,Pekin,61554,2015-02-26,2015-02-27,-269.0844,1,405.57,86556,309,False,False,False,Chris,1,2015-02-01,Feb,9,Thursday,Q1,415.88,33.2704,-0.6634721503069754,True,-1.2334721503069752,7-9%,100-500,Same/next day,2,IL
21325,Low,0.06,4.48,49.0,576,Gordon Lyon,Regular Air,Corporate,Office Supplies,Appliances,Large Box,Hoover Portapower™ Portable Vacuum,0.6,United States,West,California,Pomona,91767,2015-01-13,2015-01-17,-566.0,4,32.6,88645,310,False,False,False,William,4,2015-01-01,Jan,3,Tuesday,Q1,17.92,1.0752000000000002,-17.36196319018405,True,-17.96196319018405,4-6%,<100,4-7 days,4,CA
18664,Medium,0.03,162.93,19.99,578,Evan K Bullard,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,Multimedia Mailers,0.39,United States,East,Connecticut,Naugatuck,06770,2015-05-13,2015-05-14,293.14,3,515.88,88644,311,False,True,False,Erin,1,2015-05-01,May,20,Wednesday,Q2,488.79,14.6637,0.5682329223850507,False,0.17823292238505073,1-3%,500-2k,Same/next day,3,CT
18665,Medium,0.01,11.58,5.72,579,Marlene Abrams,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,"Peel & Seel® Recycled Catalog Envelopes, Brown",0.35,United States,East,Connecticut,Seymour,06478,2015-05-13,2015-05-15,-6.61,2,25.06,88644,312,False,True,False,Erin,2,2015-05-01,May,20,Wednesday,Q2,23.16,0.2316,-0.26376695929768557,True,-0.6137669592976855,1-3%,<100,2-3 days,3,CT
18662,Medium,0.01,55.99,5.0,580,Kathryn Patrick,Regular Air,Corporate,Technology,Telephones and Communication,Small Pack,Accessory6,0.8,United States,East,Maine,Auburn,04210,2015-05-13,2015-05-14,-57.541000000000004,12,578.24,88644,313,False,True,False,Erin,1,2015-05-01,May,20,Wednesday,Q2,671.88,6.7188,-0.09951058384061982,True,-0.8995105838406199,1-3%,500-2k,Same/next day,3,ME
24180,Not Specified,0.04,15.51,17.78,584,Timothy Currie,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,"Tenex File Box, Personal Filing Tote with Lid, Black",0.59,United States,East,Massachusetts,Woburn,01801,2015-01-21,2015-01-23,-266.22,7,116.93,88646,314,False,False,False,Erin,2,2015-01-01,Jan,4,Wednesday,Q1,108.57,4.3427999999999995,-2.276746771572736,True,-2.866746771572736,4-6%,100-500,2-3 days,5,MA
18663,Medium,0.06,13.9,7.59,585,William Larson,Regular Air,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",0.56,United States,East,New Hampshire,Concord,03301,2015-05-13,2015-05-14,-67.59,12,170.45,88644,315,False,True,False,Erin,1,2015-05-01,May,20,Wednesday,Q2,166.8,10.008000000000001,-0.39653857436198303,True,-0.9565385743619831,4-6%,100-500,Same/next day,3,NH
19781,Critical,0.08,30.53,19.99,592,Eva Silverman,Regular Air,Small Business,Office Supplies,Labels,Small Box,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",0.39,United States,Central,Illinois,Wilmette,60091,2015-01-17,2015-01-17,-239.8656,10,285.87,86307,316,False,True,False,Chris,0,2015-01-01,Jan,3,Saturday,Q1,305.3,24.424000000000003,-0.8390723055934516,True,-1.2290723055934516,7-9%,100-500,Same/next day,1,IL
19782,Critical,0.01,1.68,1.57,593,Joel Huffman,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 323,0.59,United States,Central,Illinois,Woodridge,60517,2015-01-17,2015-01-19,-53.444,12,20.37,86307,317,False,True,False,Chris,2,2015-01-01,Jan,3,Saturday,Q1,20.16,0.2016,-2.6236622484045165,True,-3.2136622484045163,1-3%,<100,2-3 days,1,IL
22996,Critical,0.09,13.79,8.78,594,Charlie Moore,Regular Air,Consumer,Furniture,Office Furnishings,Small Box,9-3/4 Diameter Round Wall Clock,0.43,United States,Central,Indiana,Anderson,46016,2015-03-15,2015-03-17,-22.12,1,17.44,86309,318,False,False,False,Chris,2,2015-03-01,Mar,11,Sunday,Q1,13.79,1.2410999999999999,-1.268348623853211,True,-1.6983486238532108,7-9%,<100,2-3 days,1,IN
21662,Critical,0.04,39.48,1.99,594,Charlie Moore,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"80 Minute CD-R Spindle, 100/Pack - Staples",0.54,United States,Central,Indiana,Anderson,46016,2015-06-19,2015-06-22,484.84919999999994,18,702.68,86311,319,False,False,False,Chris,3,2015-06-01,Jun,25,Friday,Q2,710.64,28.4256,0.69,False,0.1499999999999999,4-6%,500-2k,2-3 days,1,IN
21663,Critical,0.04,3.7,1.61,594,Charlie Moore,Regular Air,Consumer,Furniture,Office Furnishings,Wrap Bag,3M Hangers With Command Adhesive,0.44,United States,Central,Indiana,Anderson,46016,2015-06-19,2015-06-20,18.0,18,67.24,86311,320,False,False,False,Chris,1,2015-06-01,Jun,25,Friday,Q2,66.60000000000001,2.6640000000000006,0.2676977989292088,False,-0.1723022010707912,4-6%,<100,Same/next day,1,IN
24480,Critical,0.03,3.8,1.49,596,Doris Fitzpatrick,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Durable Pressboard Binders,0.38,United States,Central,Indiana,Carmel,46032,2015-02-15,2015-02-17,15.2745,6,24.27,86308,321,False,False,False,Chris,2,2015-02-01,Feb,7,Sunday,Q1,22.799999999999997,0.6839999999999999,0.6293572311495673,False,0.24935723114956732,1-3%,<100,2-3 days,1,IN
24481,Critical,0.07,7.98,1.25,596,Doris Fitzpatrick,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",0.35,United States,Central,Indiana,Carmel,46032,2015-02-15,2015-02-17,26.5857,5,38.53,86308,322,False,False,False,Chris,2,2015-02-01,Feb,7,Sunday,Q1,39.900000000000006,2.7930000000000006,0.69,False,0.33999999999999997,7-9%,<100,2-3 days,1,IN
